q1,q2,q3,q4,q5,q6,q7,q8,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7,qdd8
0.3146099601064053,0.5972687838126852,0.8192702260022396,0.9580682796827151,0.9995669017926749,0.9395515781603361,0.7841173408400745,0.549049769271872,0.9492210348500744,1.6040822920073843,1.7202228550615624,1.1461599990633269,-0.1471401407326421,-2.0544444385651293,-4.3442881803467674,-6.686317256547155,-0.3146099601064053,-2.389075135250741,-7.373432034020157,-15.329092474923442,-24.989172544816874,-33.823856813772096,-38.42174970116365,-35.13918523339981
0.32408763354593234,0.6131913448713617,0.8361035817472575,0.9687618883756592,0.9968463481642111,0.9173253596102651,0.7387828851687616,0.48049184793947197,0.9460270639799886,1.57986882313039,1.645714800718722,0.991970996598806,-0.39677947753369075,-2.388830392927116,-4.717604538375838,-7.015993541906772,-0.32408763354593234,-2.452765379485447,-7.524932235725318,-15.500190214010548,-24.921158704105277,-33.02371294596954,-36.20036137326932,-30.751478268126206
0.33353288923070007,0.628868567478508,0.8521842856921177,0.9779052418660178,0.9916334859239151,0.8917968171874491,0.6898288376271831,0.4088595406445049,0.942738464157171,1.5550232472056862,1.569725290926644,0.8361945987002338,-0.6454267889231223,-2.7146166813670174,-5.067807471098182,-7.300778593104555,-0.33353288923070007,-2.515474269914032,-7.669658571229059,-15.646483869856285,-24.79083714809788,-32.10468541874817,-33.80161304373197,-26.167010601248315
0.3429447823730932,0.6442941791621611,0.8674978621533809,0.9854837085590846,0.9839413482353007,0.8630578523248914,0.6374950436097774,0.33461118057401235,0.9393555643328418,1.5295555049722869,1.4923227306564169,0.6790800855820556,-0.8924604085462122,-3.0306304900882344,-5.393181194737984,-7.538850237365868,-0.3429447823730932,-2.5771767166486446,-7.807480759380428,-15.767739336945354,-24.598533705882517,-31.07008268369609,-31.23725713687909,-21.41511555673679
0.3523223715226763,0.6594620081201323,0.882030526007837,0.9914851610605437,0.9737891669298732,0.8312119238104151,0.582037907236305,0.2582218395048072,0.9358787028908379,1.5034757860985488,1.4135767968925652,0.5208788787692996,-1.1372627045896597,-3.335734185715941,-5.692131573712887,-7.728685193652037,-0.3523223715226763,-2.6378480324805293,-7.938274734070533,-15.8637625769687,-24.34472917324683,-29.923629257174944,-28.519857454578943,-16.52619772830766
0.3616647186603651,0.6743659856893515,0.8957691951017321,0.9958999955832571,0.9612023244238327,0.796373675340371,0.5237291351258491,0.1801802880973694,0.9323082276137645,1.4767945251052759,1.3335583759105387,0.36184413876183485,-1.379221623980543,-3.6288294107184615,-5.963193930939709,-7.869068819243706,-0.3616647186603651,-2.697463942757406,-8.061922755915589,-15.934399929332114,-24.030058110595817,-28.669452312253355,-25.662727621166603,-11.531538438231642
0.3709708892922539,0.6890001487739446,0.9087015020271859,0.9987211473156653,0.9462122902571252,0.7586685228082618,0.4628544051977732,0.10098586853861286,0.9286444956482078,1.449522397190857,1.2523394994656307,0.20223035991585805,-1.6177322226373405,-3.908861037437565,-6.205040223871379,-7.9591028815283025,-0.3709708892922539,-2.756000595095778,-8.178313518244673,-15.979538357050645,-23.65530725642813,-27.312066821097424,-22.67986585469089,-6.463095586471223
0.38023995254309173,0.7033586422310747,0.920815805255206,0.9999441017272083,0.928856542413508,0.7182322028140051,0.3997119670217076,0.021145299543639178,0.9248878734690099,1.4216703139601095,1.1699932799507262,0.04229296319087197,-1.8521981779471053,-4.174820966493522,-6.416485551106792,-7.998211305264536,-0.38023995254309173,-2.8134345689242988,-8.287342247296854,-15.999105627635332,-23.2214135603377,-25.856359301304185,-19.58588638406367,-1.3532991707929074
0.3894709812493948,0.7174357212135901,0.9321011996152714,0.9995669017926749,0.9091784736183449,0.6752102840191931,0.33461118057401273,-0.05883056584058609,0.9210387368426116,1.3932494190585343,1.0865938445812895,-0.11771211258611367,-2.0820332796872894,-4.425751755890737,-6.596493957695134,-7.9861438585505145,-0.3894709812493948,-2.8697428848543605,-8.388910796537443,-15.993070428682799,-22.729461840458622,-24.307570224690952,-16.395947848126625,3.7651562137975096
0.39866305205218927,0.7312257534685432,0.9425475261120542,0.9975901511239208,0.8872272828484017,0.6297576431074356,0.2678710005599257,-0.13843000888473292,0.9170974707894649,1.3642710837137337,1.0022162686668077,-0.2775288202851095,-2.3066628956646564,-4.660750067759441,-6.744183510692172,-7.922977753911155,-0.39866305205218927,-2.924903013874173,-8.482927735008488,-15.961442417982733,-22.180682071210043,-22.671275151867682,-13.125679027436359,8.859520568622907
