t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13
878.9449999999999,806.3199999999999,743.505,690.5,647.3050000000001,613.9200000000001,590.345,576.58,572.625,578.48,594.145,619.62,654.905
-182509.20020719085,-151911.08072042436,-122364.27277941217,-94420.99855757055,-68655.85686499313,-45664.8312910569,-26052.283640224658,-10397.147040511147,813.9420973440268,7302.439582922081,9181.686549034617,7229.794483592727,3272.506442365388
-304445.33858381223,-255881.22983169818,-208465.95039324148,-162919.23535128907,-120115.73124898721,-81107.180868415,-47106.495277193455,-19410.08349266546,770.611516105016,12598.496744887409,16043.716934878423,12461.384297434772,5275.817293830685
-335966.2011620384,-287220.06174681697,-238582.98960160514,-190440.66466745464,-143557.64667118914,-99163.92979262008,-58972.40429914072,-25073.414914337958,356.12780592813465,15580.461510445386,20074.952751050754,15450.925088885442,6309.120586695656
-290152.8370538389,-254722.87187625535,-217897.69464027305,-179428.45020054045,-139624.27057435308,-99540.44580646057,-61090.62010083578,-26979.087284889276,-327.60608613501324,16099.173692148428,21047.338907711095,16059.972303645114,6361.634393769579
-205733.82494606907,-187996.700782591,-167782.52245555082,-144247.19558241486,-117114.11454970106,-86969.13883310415,-55518.77635554049,-25648.57736012541,-1066.256660196867,14643.196134866614,19509.290739844964,14772.5601416309,5694.455205909292
-121451.6754329388,-118003.32110781626,-111867.4872265863,-101890.88994057293,-87319.33340602675,-68159.8979647156,-45584.51596483889,-22168.146527801913,-1654.1086021445208,12023.287467079537,16423.64844119734,12377.716631372243,4670.08461663819
-59521.41380081898,-63782.74207251851,-65874.39875390897,-64664.705626118106,-59173.37989573177,-48933.00705172276,-34476.18087782799,-17734.077654145316,-1979.9666655976007,9037.672612924429,12768.862886308172,9637.340138348032,3596.8278403853583
-24045.133885555744,-30310.705390949985,-35206.64061049986,-37841.931624578756,-37268.85587346583,-32781.19502813743,-24392.181187684124,-13309.937043515767,-2042.497920745817,6261.197116698731,9274.507858761346,7083.41388330743,2655.037527117334
-8530.768279671145,-13650.507121401815,-18092.28894452919,-21269.89655038904,-22437.60987130729,-20894.21964574074,-16371.593680383132,-9481.670549330618,-1912.6027104670306,3990.4342243209676,6338.580845474241,4974.098729466997,1903.615913663293
