t1,t2,t3,t4,t5,t6,t7,t8,t9,t10
540.5,497.30499999999995,463.91999999999996,440.34499999999997,426.58,422.625,428.48,444.145,469.62,504.905
-29130.36144964491,-599.5402888307738,-2836.87739189092,-3601.4691549248087,-3305.314276486856,-2364.899140153764,-1186.2444281888136,-136.62784193671285,508.2646975524574,656.2062542512076
-53304.015700659045,-1727.8911314277386,-5754.272571270481,-7167.00985772848,-6632.749424015162,-4881.316527902045,-2661.4095859114573,-674.8554494643585,537.6652553870127,788.4605043838163
-68207.82083559126,-2797.8529679850153,-7945.330158139807,-9859.971219865602,-9218.002475483587,-6893.844703666116,-3870.5753756321524,-1125.534060929982,557.3193487316116,891.3254862919334
-72766.72908456901,-3654.3556946231533,-9214.849791727436,-11472.359671431623,-10876.633923672787,-8267.058616772438,-4735.544636843863,-1459.5502961151753,566.7439801494172,957.9736538632205
-68456.57493003838,-4137.915894481417,-9542.466534849204,-12003.613952471273,-11593.60780404278,-8975.197666141838,-5233.857474664981,-1666.7583212299974,565.2329953127407,985.6452160753074
-58313.16514798089,-4158.758006188723,-9062.61613855077,-11622.390411693395,-11493.940098356104,-9086.27043638745,-5392.519248243049,-1754.3450748513505,552.0214285371653,975.4946461458496
-45690.3589478394,-3736.9675992200273,-8009.440710604182,-10594.586905170629,-10786.396084187567,-8728.492943888985,-5272.531776601163,-1741.8738374963468,526.7057032716978,931.8719044819723
-33305.40479841146,-2990.3596730555555,-6649.076149791907,-9207.235918955133,-9703.309190191876,-8052.758236848325,-4950.565608720716,-1655.0982773438707,489.6641922681217,861.2666876150982
-22812.216594615144,-2085.7447429658014,-5221.389274677768,-7710.567186463147,-8453.873633282745,-7201.95651033958,-4503.094158943913,-1520.4015149091617,442.26846003988385,771.1623286755844
-14843.599189401351,-1184.206245479216,-3904.464058386427,-6287.319323530875,-7198.122332173676,-6292.224400409878,-3995.813472243658,-1360.9247817716841,386.8096178114748,669.0080847249117
-9311.346922442937,-404.11828710475254,-2803.9578534785883,-5046.870143264161,-6040.032324023497,-5405.9388258947765,-3478.6940155491397,-1194.6048891173775,326.19696496643667,561.4466255231215
-5755.659667703065,190.76088995929453,-1961.2055628026724,-4035.7224697131796,-5033.598217267193,-4593.252587088668,-2985.442824629405,-1033.7666156764126,263.55691667120584,453.85137649747617
-3618.2568883654462,583.9302555322193,-1370.811303147383,-3255.128930459225,-4195.065916383049,-3878.2491955710625,-2535.628839574524,-885.6952173577297,201.85773866211457,350.1558354112502
-2401.4604325348837,790.1718868919362,-999.5919650637268,-2678.9798207631447,-3516.1510348693,-3266.5089423756717,-2137.9166139060017,-753.6567164702304,143.63383238377378,252.90681892039183
-1730.507090671461,839.8881087338874,-801.9349200146692,-2268.2651169601395,-2975.31118525537,-2752.0792095978895,-1793.3479812699281,-638.0024458430747,90.81612206829013,163.45048633684615
-1355.5545356566356,768.3751698236422,-729.9239411153594,-1981.0580699867526,-2545.996911737734,-2322.920025814303,-1498.115155689594,-537.1847210899105,44.61831420338096,82.16192062255439
-1126.5780554730427,610.7112133046119,-738.891276611362,-1778.5454023332527,-2201.934119251813,-1964.6198200508975,-1245.6567521206268,-448.67168653589533,5.396391829599928,8.650361148181474
-962.8143995126248,400.4743801550561,-790.0976802276978,-1628.1958302702355,-1919.9545684122686,-1662.5631196014588,-1028.1739167710432,-369.86722461394976,-27.6007409182469,-58.093173328566884
-827.2927224199987,169.59981919149277,-852.172634664129,-1504.990711836145,-1680.9146547407677,-1402.9086714389841,-837.8508090794903,-299.207668363228,-56.62639916291916,-119.59612643018505
-709.4588177959448,-52.7851157389516,-902.039930710214,-1391.0691946472368,-1469.0837530027695,-1172.8514422851933,-668.2052102300383,-237.58977742788642,-85.90858299052346,-177.79714950383743
-614.8264140699785,-242.81171843954215,-924.6988615716639,-1273.5246228487667,-1270.2909308741241,-960.8071172291052,-516.0622394305724,-190.12113845215433,-121.96122990898886,-234.8393551751843
-558.7489510618816,-383.1879990759608,-910.1075467876112,-1139.8474117324379,-1069.3082533407287,-757.3841916294011,-384.5111035404911,-167.81165693194572,-173.30170890849328,-292.66650702007144
-560.8113608018184,-459.35244364692403,-845.5505439875552,-971.0764502368512,-847.5199684431203,-558.1247283749859,-286.67239040852513,-188.27245580614115,-249.04615609104107,-352.37922049758527
-636.8238932372509,-448.6999129204264,-704.1984981530845,-734.311475092443,-582.6962673270074,-368.6127381800699,-249.05520936334503,-274.00917037873916,-356.0509134294062,-413.44004934362056
-787.4494724476988,-308.4441498433281,-434.8571783973624,-378.4295780770219,-253.03662106876615,-211.23818828182843,-311.98925309025367,-447.0136348349821,-494.91060396163925,-472.99713599536904
-986.3131789092087,24.098196234670496,38.237796290523775,161.73897177061377,153.36009735531545,-130.68855306187143,-523.9866651682291,-719.6272912626696,-656.1077189709249,-525.7304230436802
-1174.5561657785115,605.5966439826067,797.4124590718832,948.8783744143536,625.3546822369864,-193.20238846920202,-928.2257035789856,-1084.0670068270192,-818.411642923842,-564.5772822606253
-1269.6660194744902,1438.6585691135879,1895.329415909326,2015.7242040347135,1117.6421426774698,-474.87598497197877,-1543.2696173022234,-1505.4278704611706,-951.4618206745413,-582.386581902963
-1190.7343920371911,2430.7338592342444,3313.8652774159755,3335.871301768446,1549.5472682656023,-1038.586671721056,-2345.187692289696,-1923.3621959403772,-1022.8859874072149,-574.0688774561828
-891.3414673854865,3400.0710339125776,4941.13870878202,4807.514551651453,1819.0962094047272,-1906.38183385688,-3260.8110554410778,-2264.520497425746,-1007.8363949877528,-538.4232760987863
-382.7008984478549,4144.9399798861195,6585.919405397398,6262.5301844493015,1830.1191856498078,-3039.8726874904332,-4178.569138143394,-2462.195286159926,-896.9971739199024,-478.8229268536831
267.7579545254984,4543.395398390553,8029.523579191667,7502.21432846711,1521.8267580537708,-4339.892830045714,-4974.7186872799475,-2474.9862816157874,-699.4111881462046,-402.4129501810198
963.0316318070347,4617.919090146223,9092.144369397312,8346.986343309201,887.6979032980186,-5667.501134521471,-5544.174760226902,-2296.32645991636,-439.0093959331432,-318.17179392016686
1613.688519813038,4517.486070649629,9680.66299445287,8679.93110445344,-23.677318243944434,-6877.11958875998,-5822.946734946831,-1951.7439015426025,-146.90774958129055,-234.68626718160826
2166.2762241766313,4428.476930517226,9796.816659444466,8468.406907430322,-1123.219400881011,-7847.397529136399,-5794.961305728648,-1487.2151158712102,146.7379919325773,-158.50205480124367
2612.0658750409834,4475.305643128609,9509.346232665046,7760.278376611819,-2302.418219020048,-8499.461918662546,-5485.0165396323455,-955.3884661318609,418.1831230693096,-93.48532554235521
2977.6448702206717,4671.223197553015,8912.677934451542,6662.448409451992,-3452.616645325349,-8801.017709258545,-4945.111295823991,-405.19633592504664,651.8841050915701,-41.08641470897226
3306.221815401896,4936.488575947385,8095.5965577568795,5312.965884429538,-4479.350007346379,-8761.028629734517,-4240.852941666593,123.45153242689986,839.641344397898,-1.060766965062271
3638.91276207638,5156.118798385146,7129.737582868217,3855.0253580649587,-5312.239974678079,-8420.292028338943,-3440.777335147069,601.2571218877756,978.786130060826,27.80559020068239
4002.1328634665374,5235.238249284589,6072.8821332800035,2416.7000583043423,-5910.999259202998,-7840.614460406459,-2608.4100795687764,1009.440428924612,1070.5823234719728,47.20672442887599
4403.439998847471,5126.332440534912,4976.206908823322,1097.6601981796973,-6266.747959409222,-7093.4511218355665,-1796.4224319231648,1339.0293020180475,1119.128713012188,59.068421569117675
4834.700650371126,4827.625257511001,3888.0839440351606,-36.83974363246523,-6397.941473654402,-6249.052039458785,-1043.0502107832249,1589.589005968411,1130.5136764034175,65.42031965766051
5279.045585506695,4366.432807539559,2853.3966885251384,-955.37911693143,-6342.012949971582,-5367.882663156744,-371.262796654962,1767.2398785912692,1111.9478164225256,68.27082775806628
5717.766590376136,3781.8023762079347,1911.009521950158,-1655.1831013412218,-6145.461307141776,-4495.780096712715,209.46627577471497,1882.1776781949857,1070.8275402733095,69.43678456486981
6134.952015765892,3113.759891197505,1091.87013499893,-2155.066660785459,-5855.11675539203,-3662.9915613796197,699.7876857715792,1946.2364141850085,1013.8633870158889,70.34683720027066
6519.7224178637325,2399.7738734910336,418.31011107989286,-2488.753079681938,-5511.988624150124,-2885.9946231910562,1106.8041464639527,1970.9933949345052,946.4219666612103,71.86697299322825
6866.9241692500555,1675.9251574790278,-96.34217244879667,-2699.4697507225187,-5147.708439159593,-2170.5913529558393,1441.0440567976361,1966.6061597926182,872.133160504841,74.1912489226751
7176.899300126699,980.0379386775979,-448.9386578539042,-2835.5177995683875,-4782.967482556893,-1515.1139620024983,1714.4138506037702,1941.250367052357,792.7125927188386,76.82111536769824
7454.322783312995,354.66822071838476,-648.9485645706302,-2946.0992898001346,-4427.425009804318,-913.1414825887572,1938.9873380167335,1900.8673271649668,707.9127187413097,78.64108285054405
7705.862865461939,-151.86696398634462,-721.8135191151846,-3077.026038005181,-4080.7602909915036,-355.5201278144495,2126.290771005202,1848.9453912854312,615.5529178603582,78.09297039674715
7936.690420924795,-488.33520293177776,-712.3664547356276,-3266.4770921110603,-3734.4677983888582,168.32187430440365,2286.741593114056,1786.1791984403012,511.65840913128443,73.44982688378182
8146.296261879812,-609.3059768177225,-687.3731341196201,-3541.0660877610217,-3373.748922365681,669.6071809110379,2428.9732244375214,1709.9977383216021,390.81402763033145,63.18287563171705
8324.343938218359,-491.64182119973924,-736.1160543064659,-3911.8476490936523,-2978.8896596082695,1159.5949081265449,2558.859169184225,1614.0799892306245,246.87195800047658,46.395127676814724
8447.33067906433,-159.79785006097143,-966.6384874397035,-4369.11617547112,-2526.2188171119074,1648.4932910424259,2678.133258802006,1488.0754958907849,74.13090619744084,23.273199603977957
8476.855699940623,283.43730486084854,-1492.345372774743,-4875.414270286038,-1989.955743117491,2143.2540690757905,2782.6293889130293,1317.852544120764,-130.9386521539767,-4.49674757719481
8360.679219789192,635.8717759366281,-2401.871727687688,-5359.311402433565,-1347.0704546892032,2643.9888661397317,2860.4203899030076,1086.7876548213308,-367.3755951025763,-33.3948590472923
8038.769447739179,615.4012657586175,-3710.897810239495,-5717.083740565633,-586.4633012669718,3139.595325862448,2890.63783953747,778.8983794344936,-626.8706084332567,-57.893988816820695
7457.572266301299,-48.64501110327249,-5311.826018866897,-5830.913334637299,279.1517321056251,3604.3129775830403,2844.4823052339093,384.6874611348236,-890.8998040587692,-70.6648738714639
6594.4528452915565,-1460.9254240375385,-6957.04326663016,-5605.70493492964,1204.0301870801866,3997.8431171438115,2690.392042516019,-90.3609202930467,-1129.4272165852437,-63.55907184052842
5487.620516012963,-3423.7530073464413,-8311.449449140222,-5012.800601084602,2109.963896519787,4271.519425448449,2404.451672009086,-617.1966438647452,-1303.7810569234507,-29.70512400579929
4255.732820882633,-5441.677744228323,-9073.963423475563,-4117.111507084815,2900.965548850215,4380.9876282586765,1984.0562214307254,-1140.1511126800356,-1375.7221574839195,33.541502280618545
3084.95867196923,-6925.172891145439,-9112.307839803025,-3066.5492102309445,3489.3657954906816,4302.09439610021,1458.6552303490876,-1585.4679850970156,-1321.3429906287965,121.99515714323991
2172.3243359750613,-7497.595820389648,-8527.430835670655,-2042.0873066468848,3823.2236759102852,4043.1665691840203,889.6092827967124,-1882.4071832656439,-1143.7519200851998,224.07025896997095
