t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12
756.3199999999999,693.505,640.5,597.305,563.92,540.345,526.5799999999999,522.625,528.48,544.145,569.62,604.905
-132102.26585262147,-95.11801631430953,-10595.239314517494,-16016.451844817899,-17374.96436919109,-15738.69757165102,-12199.59304882907,-7837.581378261519,-3662.697051889823,-518.4164338799317,1073.7389667486352,1150.2857956260132
-219994.90048506562,-2081.1881323807634,-19227.000680893932,-28571.0278790592,-31217.118750921436,-28633.267174721015,-22535.880469124226,-14778.330195987292,-7206.487695146375,-1436.333609331266,1490.0694836846983,1599.357851740242
-242640.60378892973,-4811.20839348282,-23415.818271846903,-34600.682922756314,-38467.713974430284,-36012.73582754121,-28913.148525266424,-19325.24296169183,-9636.982489871845,-2095.2501019336246,1763.6004169642013,1890.7938839515227
-210595.58651353032,-6664.981979323479,-22815.715533062514,-34064.09991464154,-39017.765598943835,-37638.99147650608,-31038.035253802398,-21229.48569275889,-10812.948668630159,-2464.006574757533,1864.9689949905232,1999.6639555676788
-151846.48784527896,-6381.551044812652,-18534.41233470969,-28829.109943166546,-34626.79844035987,-34804.13307223173,-29692.092784841327,-20878.75952660724,-10886.526458795204,-2584.6724677511306,1794.5018622311786,1938.078434743023
-93134.62541135293,-4039.594912568652,-12476.65292073174,-21473.028974762376,-27762.160031353582,-29451.573087337896,-26174.757287783763,-19001.176668873493,-10176.901745292285,-2536.6105101129674,1580.0470763212354,1745.388909265277
-49271.72304813327,-751.0655130041896,-6484.167858946101,-14198.441557055365,-20570.38312242606,-23364.34099301986,-21757.69635857264,-16356.710023443029,-9032.455795294181,-2399.3541944934277,1268.4723391532152,1473.2541208002
-23003.531918465953,2263.0802737294784,-1745.6163102713194,-8311.097499273537,-14385.673426187697,-17742.707779770837,-17370.708060175475,-13542.78377313282,-7739.049422483491,-2230.7398416020424,913.41263310569,1171.470254116889
-10308.017549951961,4309.144988186758,1328.5642948581678,-4238.691625379156,-9734.644742182472,-13161.345764099626,-13533.540710208552,-10933.445625785474,-6486.508086197999,-2062.327902654966,563.5332785762823,878.585974106123
-5606.862864514977,5290.680691457892,2889.9116978624675,-1829.0526443920776,-6590.783460145271,-9733.099730886866,-10435.824451320304,-8706.833817977187,-5375.673354721179,-1905.1943251608413,254.89026838953018,618.4592399971492
-4546.288229628528,5452.913494256552,3338.300465127525,-676.7248029634651,-4657.802631755573,-7315.006223997895,-8061.5512773612545,-6906.265135041309,-4442.411991751001,-1758.2065069809455,8.63974862631676,401.55455256605404
-4617.443947888649,5108.610463215841,3085.83904745671,-348.08834536011517,-3572.809984615601,-5669.2220104630505,-6296.972941296622,-5499.268003558084,-3682.3083819935396,-1614.226745676884,-166.98265692920623,228.68729563109162
-4724.521281915337,4488.407324810923,2449.735421850487,-485.7776437052912,-3012.6772850487177,-4558.511107877194,-5001.984968264015,-4420.111959590451,-3068.959937125605,-1463.2745055364542,-272.76273845965574,95.0224419828943
-4552.914595162407,3715.6641746943715,1644.2264096952063,-829.4045321167823,-2730.9572722811463,-3789.531468802232,-4047.7548366178676,-3594.2736475685365,-2564.853469623521,-1293.9274375554699,-315.21470793914335,-7.104970935119731
-4106.0890587054555,2852.574365520359,817.0908673324382,-1200.167484335375,-2559.9458559098666,-3224.534393383662,-3330.091975093264,-2948.3033767936467,-2126.905706964877,-1095.4591474572135,-305.95372873333463,-87.06942220505212
-3465.2507479159635,1961.9570368430234,83.75384839464927,-1484.1306608563907,-2401.786778163681,-2776.1666640319104,-2766.416631433778,-2409.826022126807,-1710.8822264559874,-863.9889100749691,-264.842379940426,-156.19960580190366
-2711.8215201448324,1138.8217723604532,-468.00494552062156,-1627.7409124430335,-2216.1121794181936,-2390.0220235995434,-2280.7369416963393,-1904.0600631037082,-1281.4127970244765,-615.6935285197335,-226.0364702834651,-228.20388444746573
-1946.2773026236193,486.78337585372196,-801.042863820002,-1636.1037051303592,-1996.0013673555627,-2011.5925663883527,-1781.4056136493064,-1357.9751499745728,-835.8878406275035,-406.48147127147575,-242.29261701474485,-317.826225030223
-1351.4810847233935,59.14315985611579,-946.8568200266449,-1547.469585909159,-1715.702001569283,-1535.4304239213914,-1145.4051125812207,-729.2706221178133,-445.34470042656574,-347.648103395887,-378.3388409459509,-435.7816165538429
-1237.6830181442524,-180.42858211305315,-980.9945510568401,-1362.113513582607,-1244.1781360958498,-753.0113101177144,-238.9063818276083,-73.46926885092563,-295.6432343711763,-593.5963603613908,-683.8916887112081,-580.0151004788047
-1975.9699640152285,-373.7834033935195,-968.6186618636052,-944.5026901998607,-258.7452840803652,649.895251155501,992.5064052465582,369.65371365511936,-681.3719170494079,-1276.24828866173,-1148.7637421132176,-727.6493482360704
-3749.371809936654,-858.7027915433534,-960.8178582026665,20.964240328809453,1751.3914565528844,2978.8424228503804,2374.3336586202295,147.89795848348933,-1896.409614187375,-2393.4070073621297,-1666.1804868406143,-835.765715704679
-6210.022362971508,-2336.988381925804,-1090.5980467164316,1921.7640945268035,5294.340131752279,6291.771636958132,3399.9470065990963,-1269.3113079353545,-4027.523373375139,-3720.176266995058,-2045.369053795409,-856.7271350760407
-8350.916578512306,-5758.729790261501,-1647.2595871650008,4952.804352827881,10516.433364104108,10170.6968028846,3334.120793680706,-4185.513041624525,-6778.163102215995,-4841.8943230325995,-2090.8744642496213,-762.8801018523621
-8876.367363188469,-11524.379003972206,-2907.0466656079643,8870.079015993531,16894.997653150902,13729.046839807408,1563.8796931785212,-8384.192092162355,-9500.032088313164,-5333.819495930727,-1707.174561612344,-564.2724790432319
-6920.689220298113,-18464.909379217665,-4725.537772246634,13010.257565143256,23272.033291180513,15941.784462019972,-2016.368604607234,-13109.784381283174,-11468.61878780684,-4974.839264820142,-950.5072397850504,-304.91520492663244
-2546.445057350831,-23896.581108583814,-6292.495882517948,16624.619682572567,28284.357883751225,16093.192089256354,-6895.329244278104,-17379.46490382804,-12210.37892618757,-3833.167503127998,11.893494481016319,-39.95596651113567
3358.1229412465036,-25241.694816448646,-6459.198946564746,19252.42658010737,30902.793822951004,14029.226312302775,-12183.763436490333,-20385.023743221478,-11643.650792188942,-2178.797533726932,994.2286546256081,188.34800461485247
9574.688758541117,-21832.54158104058,-4493.691191243839,20807.082897345826,30733.504814888223,10117.853439502022,-16972.149892635265,-21711.183834120595,-9993.867453681267,-328.268177705182,1861.3890561477754,360.0387376340949
15014.342308937968,-15152.055518461095,-616.0569222698833,21371.081170547935,27999.649449691242,5060.886659203205,-20570.314770755966,-21330.71112767289,-7628.981473967771,1457.6748733506154,2542.450331728058,471.9835495516138
18973.706061633296,-7515.599216597965,4143.228446639122,20986.29632654826,23349.984327799088,-306.6172921864439,-22598.478774115953,-19502.85174569179,-4938.964722775578,3000.936003320022,3011.7391881668327,528.3370032958177
21226.01945851381,-670.5329064085253,8564.79887122203,19640.042307779717,17632.43972841338,-5205.861575502046,-22997.865102376032,-16659.462046452558,-2267.838524956521,4200.897863870777,3270.758060225615,535.4973816845678
21964.861825341974,4647.864999459362,11794.317331293149,17377.537657276443,11686.972190577555,-9075.853212508613,-21982.479604607062,-13287.054298714751,130.15682247679973,5025.764544217159,3340.0616581735594,501.83168876588
21625.57016031953,8396.56847118541,13512.882299927085,14378.520499913888,6193.240033660574,-11653.424215971903,-19934.60449111533,-9819.29076898037,2110.3485314772693,5498.589856364026,3253.644294055916,438.2698288672838
20683.81214378626,10795.644424638955,13806.31689093141,10939.300564043995,1599.8729977545595,-12952.971346895016,-17283.27020065591,-6572.291115923095,3626.7306378912094,5675.584836741576,3051.3239772472903,357.3819968788397
