t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17
1467.5449999999998,1355.6799999999998,1253.6249999999998,1161.3799999999999,1078.945,1006.3199999999999,943.505,890.5,847.3050000000001,813.9200000000001,790.345,776.58,772.625,778.48,794.145,819.62,854.905
-1626238.6127610223,-1424708.7651112918,-1226622.8897936714,-1033855.3283209441,-848448.4413173684,-672650.8169743818,-508934.4800975104,-359978.95043356187,-228605.93926351937,-117644.34737240094,-29701.686623101294,33183.98079347485,70036.77431977406,81600.60299287309,71170.8773309656,45590.83981641232,16375.132539556816
-1999073.8487585345,-1788322.0243945732,-1576420.7556920948,-1363435.7980418094,-1150196.840534034,-938538.8940722091,-731502.1911280418,-533444.4630489647,-350000.362403875,-187807.6503856485,-53915.957188791675,45188.71171461776,104961.03780218353,124501.65125430685,108383.45324292194,68227.10887522239,23491.361099275036
-1273846.784967653,-1192426.4741100082,-1103740.8489825588,-1004774.4740003991,-893366.9721485036,-768664.3070716868,-631639.0862803782,-485597.73846548604,-336524.6255205913,-193048.38098461472,-65783.16418588533,34160.61671188919,97539.83385438063,119953.14914405496,104740.68426464069,64705.73696605465,21367.17904766128
-442912.4862876099,-461720.4944317626,-473758.10487623245,-475527.15391404275,-463612.2330399509,-435066.4663683989,-388051.24705641257,-322683.6958657128,-241925.0138064043,-152193.27345990785,-63260.10720287706,13010.525132914958,65286.37629462098,86418.29662024343,77028.14866077447,47298.22337438082,15221.21330788259
-57184.47468658855,-90035.38678304292,-120600.65095255912,-147186.84380446654,-167576.33202047794,-179121.7853125795,-179108.2458427263,-165433.60836594767,-137559.0920374766,-97508.02838286477,-50484.77469009158,-4558.10271381151,31027.280792119436,48846.95402415516,46709.02285418308,29810.15090661416,9866.075749817805
-10290.581978105687,-20164.1179129542,-30309.969698343233,-40594.273858826295,-50547.24813240681,-59269.28573604225,-65407.63833128865,-67279.83128340438,-63226.872890749844,-52234.97382550568,-34736.04960091542,-13283.489119106825,7417.356074379969,21665.324683022198,25219.048328835637,18212.477528653817,6644.500437621711
-46786.640595763805,-41999.065523008474,-37157.388382132696,-32412.549294391858,-28101.394192849344,-24727.65153594553,-22809.685208582825,-22553.17757050138,-23419.06283579347,-23853.91342949157,-21606.948669994115,-14916.136886677745,-4200.902360620598,7007.719094926275,13429.066647114692,11838.719701426626,4795.407283970526
-57388.28298783784,-52070.75365968863,-45636.03031775402,-37847.052306278325,-28937.53675491207,-19801.58843095815,-11987.981534970388,-7272.330502979899,-6724.011789166908,-9612.211337416391,-13021.352239078946,-13087.632701119881,-7731.606713541696,1018.98582216062,7776.835944046765,8177.302551699723,3447.6734189780636
-43918.86573367691,-42618.51550438376,-39765.32644392891,-34783.63984125106,-27539.58126099563,-18690.495499631506,-9891.81466290167,-3494.6494976762306,-1481.2232085847127,-3954.9481564492653,-8306.55826907629,-10345.63605256905,-7344.813807257072,-685.3813361517331,4881.631888410351,5533.416375301564,2257.620407833454
-27497.71683922117,-28846.890044923442,-28828.1589460104,-26793.31971512575,-22383.54789637768,-15922.503098905689,-8740.049711246287,-3012.4807031188816,-786.4603711416642,-2473.7309023888656,-5988.789986900639,-7811.9838778065205,-5744.172523598257,-989.8301907728888,2850.3119287551476,3264.0141216248026,1200.6573936110879
-16679.42361746676,-18618.524301539594,-19594.761079114433,-19070.656540313514,-16666.430632227468,-12503.734138472311,-7518.756746457734,-3368.8703423835573,-1639.2460048381954,-2642.203530744736,-4841.784013833043,-5829.003736515628,-4337.5824064197795,-1364.633649799674,901.5231371735107,1239.443229908912,316.49240614744394
-10976.694105515147,-12469.806302531006,-13404.975643268888,-13426.752923974776,-12248.552786887267,-9890.333743724754,-6898.779726376924,-4285.113081917042,-3006.177201190759,-3246.2403706066707,-4172.688964705169,-4576.669751341833,-3879.790439883692,-2490.1631798282147,-1220.0234169389078,-532.668381414607,-377.27318201267997
-7826.794989417018,-8733.858965200505,-9478.242116490248,-9896.023024194836,-9788.047631295172,-9015.872102849207,-7633.178106252441,-5961.765665476504,-4515.10676732931,-3763.2817987624853,-3856.6806345840814,-4479.451089964096,-4967.526246570137,-4701.3144412160855,-3554.2709260218717,-2024.1919220297805,-883.4488062648272
-5280.441417344412,-6072.447691563861,-7157.963010352381,-8520.478582304657,-9888.330256217143,-10692.680322436863,-10275.541300885225,-8420.462563154444,-5874.6125732472665,-4173.276984641748,-4494.128218986474,-6449.844095349805,-8219.736420202582,-8116.172028970688,-6002.957207855807,-3194.976916987351,-1214.192012399999
-2519.035885714,-4306.333654508444,-6916.509446270288,-10309.394094561798,-13749.857642844549,-15776.66545816414,-14937.724569036935,-11226.789896471228,-6934.88278163144,-5328.053359742699,-7693.363265720051,-11844.495906177463,-14082.118040168258,-12532.331038538672,-8324.554468697308,-4000.325305514216,-1394.3916554672842
-431.4727929195093,-5074.7594089318245,-10931.220946729167,-17505.892863938167,-22961.09741201269,-24588.200335301663,-20822.999728838768,-13677.109203078695,-8494.90508283213,-9633.047739377578,-15981.767114929473,-21815.98777769817,-22286.02475678264,-17265.563232540004,-10167.421732175559,-4432.698646802601,-1477.766503774351
-2707.104330420969,-12394.590110636464,-22952.348478150223,-32688.39395052081,-38086.78937611104,-35730.88619166059,-26162.835596776684,-15963.549308839683,-13544.912806403507,-21011.401173603906,-31498.285928304627,-35948.717357191534,-31265.305281010445,-21163.743783101723,-11203.206070407849,-4590.556758275202,-1565.93618429785
-15988.902256124758,-31631.27714817737,-46194.93936512739,-56061.2204896432,-56400.21244712097,-45519.14522302283,-29643.790879146647,-21031.652305873093,-27253.840674109055,-42573.541995442465,-53252.61596433498,-50909.70969935924,-38151.60860637323,-22977.23538374901,-11341.03172171854,-4737.833150009939,-1812.9428813949355
-46416.80783658138,-65156.151037359945,-78811.69732326438,-82001.52721031167,-70937.71962438381,-49867.36909644594,-33070.16207124557,-34629.96451676736,-53292.91343871195,-71961.71930569368,-74775.77319542674,-60705.6828349843,-39850.253859441946,-22018.673973712677,-10907.706779161632,-5294.513061623894,-2390.849653606798
-92090.15481797468,-106104.52824854234,-110056.53906479612,-98793.45500334706,-73747.24568616414,-48370.02757267487,-41874.56603231976,-60437.41905101924,-87243.55733538057,-98295.86429121507,-85536.94335377785,-59542.147386484256,-34855.47864224973,-18716.785960275367,-10632.756289344456,-6704.121515426634,-3402.5949994551675
-137365.4920865578,-136783.55784239518,-123114.0631426647,-94980.47735400437,-62424.32697910186,-46037.02652432883,-59873.43894074047,-92396.77930907471,-113911.64946620452,-106290.687730828,-77197.30202522145,-45814.04335171381,-24508.444947494398,-14588.026877546956,-11355.044031301733,-9187.76810742559,-4770.886254916923
-158177.99839135478,-137709.7221807364,-106159.12032803366,-68847.65094114201,-43324.09411948303,-48452.47010449592,-81716.37741394504,-113579.99594824432,-115363.2733809423,-87021.37468077845,-50250.750706335915,-23837.327117641435,-12515.216668789475,-11516.37617136733,-13561.542682298023,-12504.733933329391,-6186.014217080082
