2.999999999999999645e+01,0.000000000000000000e+00
3.000000957798992118e+01,2.870521167207369054e-03
3.000007662085298321e+01,1.148201280765464433e-02
3.000025859603581324e+01,2.583425919450428945e-02
3.000061297213819955e+01,4.592690071998062340e-02
3.000119720920719146e+01,7.175943403517139052e-02
3.000206875867148071e+01,1.033312120510299220e-01
3.000328506334139433e+01,1.406414439383752157e-01
3.000490355740886983e+01,1.836891951278917801e-01
3.000698166644749776e+01,2.324733873101297865e-01
3.000957680741250044e+01,2.869927984355049588e-01
3.001274638864071420e+01,3.472460627142988088e-01
3.001654390027687214e+01,4.132323004738375771e-01
3.002102180149360322e+01,4.849506700109630919e-01
3.002623860256939281e+01,5.623992173071311607e-01
3.003225277858570408e+01,6.455758439564391882e-01
3.003912272027599073e+01,7.344783150341056555e-01
3.004690673402567214e+01,8.291042590964714520e-01
3.005566304187212978e+01,9.294511681809989323e-01
3.006544978150473213e+01,1.035516397806272249e+00
3.007632500626480621e+01,1.147297166971996463e+00
3.008834668514565536e+01,1.264790558159000655e+00
3.010157270279255570e+01,1.387993517329233040e+00
3.011606085950275613e+01,1.516902853925764738e+00
3.013186887122546764e+01,1.651515240872788892e+00
3.014905436956187401e+01,1.791827214575620664e+00
3.016767490176515309e+01,1.937835174920695680e+00
3.018778793074041999e+01,2.089535385275571588e+00
3.020945083504478390e+01,2.246923972488928722e+00
3.023272090888731611e+01,2.409996926890569213e+00
3.025765536212906781e+01,2.578750102291416102e+00
3.028431132028304162e+01,2.753179215983513117e+00
3.031274582451424848e+01,2.933279848740030005e+00
3.034301583163962235e+01,3.119047444815251868e+00
3.037517821412811259e+01,3.310477311944592049e+00
3.040928976010060936e+01,3.507564621344581468e+00
3.044540717332999691e+01,3.710304407712872621e+00
3.048358707324111094e+01,3.918691569228244465e+00
3.052388599491077059e+01,4.132720867550590427e+00
3.056636038906776065e+01,4.352386927820932172e+00
3.061106662209284579e+01,4.577684238661409388e+00
3.065806097601874924e+01,4.808607152175285115e+00
3.070739964853018122e+01,5.045149883946944414e+00
3.075913875296380695e+01,5.287306513041890810e+00
3.081333431830827152e+01,5.535070982006756068e+00
3.087004228920419280e+01,5.788437096869286869e+00
3.092931852594415787e+01,6.047398527138353685e+00
3.099121880447271948e+01,6.311948805803953455e+00
3.105579881638641737e+01,6.582081329337197140e+00
3.112311416893374627e+01,6.857789357690323939e+00
3.119322038501517369e+01,7.139066014296693297e+00
3.126617290318314701e+01,7.425904286070781346e+00
3.134202707764208995e+01,7.718297023408190682e+00
3.142083817824837055e+01,8.016236940185645921e+00
3.150266139051036163e+01,8.319716613760991919e+00
3.158755181558838743e+01,8.628728484973196444e+00
3.167556447029475208e+01,8.943264858142351059e+00
3.176675428709372184e+01,9.263317901069660465e+00
3.186117611410153216e+01,9.588879645037458488e+00
3.195888471508641615e+01,9.919941984809204527e+00
3.205993476946854059e+01,1.025649667862946757e+01
3.216438087232008058e+01,1.059853534822394927e+01
3.227227753436515201e+01,1.094604947879946621e+01
3.238367918197985773e+01,1.129903041904396588e+01
3.249864015719226984e+01,1.165746938112650000e+01
3.261721471768242964e+01,1.202135744069726186e+01
3.273945703678235475e+01,1.239068553688755436e+01
3.286542120347601781e+01,1.276544447230980772e+01
3.299516122239938909e+01,1.314562491305757241e+01
3.312873101384039387e+01,1.353121738870551560e+01
3.326618441373892665e+01,1.392221229230943358e+01
3.340757517368686536e+01,1.431859988040623932e+01
3.355295696092804292e+01,1.472037027301397671e+01
3.370238335835828281e+01,1.512751345363179034e+01
3.385590786452535639e+01,1.554001926923997345e+01
3.401358389362902557e+01,1.595787743029992889e+01
3.417546477552102147e+01,1.638107751075417085e+01
3.434160375570504442e+01,1.680960894802634797e+01
3.451205399533675688e+01,1.724346104302123095e+01
3.468686857122379763e+01,1.768262296012470713e+01
3.486610047582578886e+01,1.812708372720378236e+01
3.504980261725431490e+01,1.857683223560660579e+01
3.523802781927291505e+01,1.903185724016240599e+01
3.543082882129714051e+01,1.949214735918157970e+01
3.562825827839446191e+01,1.995769107445561730e+01
3.583036876128437598e+01,2.042847673125714181e+01
3.603721275633830601e+01,2.090449253833988763e+01
3.624884266557967294e+01,2.138572656793871829e+01
3.646531080668385272e+01,2.187216675576962643e+01
3.668666941297819761e+01,2.236380090102971252e+01
3.691297063344204332e+01,2.286061666639720968e+01
3.714426653270668055e+01,2.336260157803146598e+01
3.738060909105538343e+01,2.386974302557295147e+01
3.762205020442339531e+01,2.438202826214325825e+01
3.786864168439791456e+01,2.489944440434510042e+01
3.812043525821813006e+01,2.542197843226232123e+01
3.837748256877520703e+01,2.594961718945987883e+01
3.863983517461225148e+01,2.648234738298385338e+01
3.890754454992437417e+01,2.702015558336143641e+01
3.918066208455864086e+01,2.756302822460096991e+01
3.945923908401409363e+01,2.811095160419188943e+01
3.974332676944173670e+01,2.866391188310476323e+01
4.003297627764455058e+01,2.922189508579128514e+01
4.032823866107749211e+01,2.978488710018425678e+01
4.062916488784749447e+01,3.035287367769760536e+01
4.093580584171343872e+01,3.092584043322641918e+01
4.124821232208621069e+01,3.150377284514683396e+01
4.156643504402863698e+01,3.208665625531617138e+01
4.189052463825552763e+01,3.267447586907285029e+01
4.222053165113366902e+01,3.326721675523639021e+01
4.255650654468180960e+01,3.386486384610749667e+01
4.289849969654091666e+01,3.446740193749111114e+01
4.324653740555769588e+01,3.507483425227669471e+01
4.360064682274996528e+01,3.568716258475308933e+01
4.396087920038633001e+01,3.630436955688683298e+01
4.432728555124756298e+01,3.692643771887375692e+01
4.469991664862661196e+01,3.755334954913890044e+01
4.507882302632862093e+01,3.818508745433661744e+01
4.546405497867087320e+01,3.882163376935051247e+01
4.585566256048282696e+01,3.946297075729343362e+01
4.625369558710615081e+01,4.010908060950751519e+01
4.665820363439463847e+01,4.075994544556415633e+01
4.706923603871427986e+01,4.141554731326399263e+01
4.748684189694325397e+01,4.207586818863694589e+01
4.791107006647187916e+01,4.274088997594220274e+01
4.834196916520266285e+01,4.341059450766819339e+01
4.877958757155028735e+01,4.408496354453264843e+01
4.922397342444161694e+01,4.476397877548251358e+01
4.967517462331565525e+01,4.544762181769403497e+01
5.013323882812361632e+01,4.613587421657270937e+01
5.059821345932886061e+01,4.682871744575328421e+01
5.107014569790694480e+01,4.752613290709980731e+01
5.154908248534557913e+01,4.822810193070554874e+01
5.203507052364464869e+01,4.893460577489306473e+01
5.252815627531622766e+01,4.964562562621416220e+01
5.302838596338453669e+01,5.036114259944994132e+01
5.353580557138600682e+01,5.108113773761071030e+01
5.405046084336919421e+01,5.180559201193610619e+01
5.457239728389487254e+01,5.253448632189497403e+01
5.510166015803595485e+01,5.326780149518546637e+01
5.563829449137755034e+01,5.400551828773495089e+01
5.618234507001693601e+01,5.474761738370011699e+01
5.673385644056354238e+01,5.549407939546686208e+01
5.729287291013899619e+01,5.624488486365038398e+01
5.785943854637708483e+01,5.700001425709513114e+01
5.843359717742379900e+01,5.775944797287481691e+01
5.901539239193724029e+01,5.852316633629241238e+01
5.960486753908772783e+01,5.929114960088015351e+01
6.020206572855775562e+01,6.006337794839954825e+01
6.080702983054197830e+01,6.083983148884138359e+01
6.141980247574721830e+01,6.162049026042564748e+01
6.204042605539248001e+01,6.240533422960167087e+01
6.266894272120893561e+01,6.319434329104799275e+01
6.330539438543993214e+01,6.398749726767241697e+01
6.394982272084100572e+01,6.478477591061204066e+01
6.460226916067982472e+01,6.558615889923324005e+01
6.526277489873625370e+01,6.639162584113158516e+01
6.593138088930236052e+01,6.720115627213198195e+01
6.660812784718234525e+01,6.801472965628852307e+01
6.729305624769258998e+01,6.883232538588465843e+01
6.798620632666163033e+01,6.965392278143301041e+01
6.868761808043026917e+01,7.047950109167557287e+01
6.939733126585130663e+01,7.130903949358345528e+01
7.011538540028989530e+01,7.214251709235715282e+01
