time,theta_1,theta_2,theta_3,theta_4,theta_5,theta_dot_1,theta_dot_2,theta_dot_3,theta_dot_4,theta_dot_5,theta_ddot_1,theta_ddot_2,theta_ddot_3,theta_ddot_4,theta_ddot_5
0.10010010010010009,0.753911118352594,0.7823973368297418,0.7849695144895041,0.7832906097821384,0.7578328672691997,-0.6135259239316422,-0.07354579370593811,-0.011080529467660605,-0.04399443167721234,-0.5431871972266464,-5.501118615509033,-1.2805267035947623,-0.21718752005100725,-0.5182211953831859,-5.118849935268067
0.11011011011011011,0.7474973757093891,0.7815941771970076,0.7848471030701942,0.7828238218644673,0.7521407358475742,-0.667605328948915,-0.08721312294288901,-0.013440970260025208,-0.04931532104665451,-0.59393285908251,-5.300718343359021,-1.4528109737277008,-0.2553414188713094,-0.5454764183511931,-5.018328924149203
0.12012012012012012,0.740552662246717,0.7806453151815145,0.7846990584451357,0.7823023464438483,0.7459458586564555,-0.719582506443709,-0.10268187941373941,-0.016211554133704374,-0.05492688096826344,-0.643617798559033,-5.081183115350702,-1.640292007440268,-0.29921693552073025,-0.5763271605873658,-4.906889168785571
0.13013013013013014,0.7330989585426327,0.77953198887327,0.7845209785869324,0.7817230919213195,0.7392594003921837,-0.7692690661644543,-0.12009881477963849,-0.019452024645395763,-0.06086596022280801,-0.6921319827923016,-4.843158579058002,-1.8418784872409495,-0.3493033236471061,-0.6109425358877817,-4.784388556151192
0.14014014014014015,0.7251601254489825,0.7782339862695875,0.7843078453726321,0.7810825882016679,0.7320936390069722,-0.816483988061274,-0.1395986384566804,-0.023226997196462557,-0.06717101313203723,-0.7393641880159622,-4.587561501685058,-2.0561423388915383,-0.40609395498711987,-0.6494673815064623,-4.650752270835483
0.15015015015015015,0.7167617539277831,0.7767298676100436,0.78405396023816,0.7803769731730963,0.7244619649140825,-0.8610573618017157,-0.16129939652731476,-0.027606008051513826,-0.07388174914171258,-0.7852029531074776,-4.315586382605015,-2.281317657359817,-0.47007318855900193,-0.6920168584922765,-4.505981221803312
0.16016016016016016,0.7079310581565037,0.7749971203725878,0.7837529047250186,0.7796019852776904,0.716378877274678,-0.9028325370442587,-0.18529987964370784,-0.03266340518722483,-0.08103888608329153,-0.8295371895512417,-4.028703764012581,-2.515308072925752,-0.5417060732851201,-0.7386720073774783,-4.350157048355255
0.17017017017017017,0.6986968244430795,0.7730122454015533,0.783397508652281,0.7787529467370238,0.7078599980249595,-0.9416682409672137,-0.21167714633319742,-0.03847802225692155,-0.08868382860568906,-0.8722568592038583,-3.728650316139153,-2.755702460454147,-0.6214312486861786,-0.7894763003270425,-4.183443819509839
0.18018018018018017,0.6890890802162658,0.7707512072572226,0.7829797760806926,0.7778247661082942,0.6989220280240095,-0.9774425259773312,-0.24048188494942985,-0.045132795276618995,-0.09685810887207427,-0.9132542218269444,-3.4173873063318494,-2.9998344036029323,-0.709645322679212,-0.8444350364151296,-4.006084567318509
0.19019019019019018,0.6791389581696666,0.7681896176005916,0.7824908571295238,0.7768119403508998,0.6895827275287274,-1.0100540557589537,-0.27173694516807945,-0.05271455960397368,-0.1056031808822695,-0.9524242792943219,-3.097062992687208,-3.2448316007544324,-0.8066968468479263,-0.9035156846038527,-3.81839485680743
0.20020020020020018,0.6688785640372387,0.7653029154737454,0.7819210286239963,0.7757085487464238,0.6798609048732149,-1.0394233346083805,-0.30543613230888345,-0.061313351227187965,-0.11496002485630531,-0.9896654054167092,-2.7699677228295085,-3.487673042938266,-0.9128832834386577,-0.9666494028582354,-3.6207536150348205
0.21021021021021022,0.6583406978479546,0.7620667346951804,0.7812596594346782,0.7745082628404631,0.6697763696055222,-1.0654941988414237,-0.3415426807732629,-0.07102183240077854,-0.12496872867843017,-1.0248800473363935,-2.438474169673905,-3.7252666889811894,-1.0284450778271723,-1.0337347523088238,-3.4135910499811435
0.22022022022022023,0.6475584983016441,0.75845736881728,0.7804951605154452,0.7732043651072408,0.6593498645259528,-1.0882347190031276,-0.3799885202066547,-0.08193470203406489,-0.1356681830679958,-1.057975298307109,-2.1049711934054858,-3.9545365500740535,-1.1535583692081808,-1.104643204223445,-3.197375202477187
0.23023023023023023,0.6365653380990692,0.7544519027874436,0.7796149848189617,0.7717897538064691,0.6486030443385425,-1.10763678136818,-0.4206750220023279,-0.09414826709989335,-0.14709595724383073,-1.0888630035099394,-1.7718187926976139,-4.172477801189657,-1.2883397678350494,-1.1792243690027946,-2.972599484668882
0.24024024024024024,0.6253946514739563,0.7500284306402453,0.7786056389371702,0.7702569521697465,0.6375584432968098,-1.1237154301581613,-0.46347415082668325,-0.1077597331867745,-0.159287984220964,-1.117459958954293,-1.441304313597058,-4.376211363772785,-1.4328509066556996,-1.2573116462116214,-2.739771080576941
0.2502502502502503,0.6140795284498508,0.7451665713218116,0.7774526477101629,0.7685981387544758,0.6262393841260444,-1.1365077734202123,-0.508230416941047,-0.12286648993074006,-0.1722784763701953,-1.1436880879314628,-1.1155905000382322,-4.563054784445545,-1.5870932212798932,-1.3387295946282618,-2.4994003523981703
0.2602602602602603,0.6026525356820701,0.7398476926962365,0.7761405439324218,0.7668051599504675,0.6146699359301265,-1.1460721587614406,-0.5547622403573848,-0.13956564955952006,-0.1860998979651913,-1.1674744911167503,-0.7966891360763716,-4.730557731468749,-1.7510109349046665,-1.4233005523468987,-2.251993729570904
0.2702702702702703,0.5911456293293521,0.734055007064035,0.7746529041885067,0.7648695413506181,0.6028748886209719,-1.152486297932081,-0.6028645902944098,-0.15795361217965775,-0.2007829302726178,-1.1887512446381434,-0.48645217324956175,-4.876513784057803,-1.924498308071753,-1.510850048380819,-1.9980497538897453
0.2802802802802803,0.5795899303565676,0.7277738448751602,0.7729723549824432,0.7627825096002628,0.5908796964955654,-1.1558455235394256,-0.6523116734691896,-0.17812555674740727,-0.2163565268163049,-1.207455316488598,-0.18656261835948107,-4.998977161540342,-2.1073987857633445,-1.601212680150068,-1.738057567547993
0.2902902902902903,0.5680154327607738,0.7209920001485377,0.7710805690548489,0.7605350146226658,0.5787103950434486,-1.1562608862046486,-0.7028601346670574,-0.20017455516299354,-0.23284810894640454,-1.2235285888031935,0.10147074105850463,-5.09627731432357,-2.299498801473606,-1.694237829756867,-1.472497665538452
0.3003003003003003,0.5564509582133474,0.713699768329411,0.7689582952190114,0.7581177366726399,0.5663935804145164,-1.153858005506711,-0.7542508139225462,-0.2241912826870053,-0.2502836636050378,-1.236917761597,0.37629489944262207,-5.166999897315934,-2.500528595465895,-1.7897939281121347,-1.2018459682636378
0.3103103103103103,0.544924095662064,0.7058900038589261,0.7665853939840571,0.7555210991337743,0.5539563889593108,-1.148775539665991,-0.8062110704115195,-0.2502638153630154,-0.26868790328475256,-1.2475741885198561,0.6366906878697319,-5.209964400343918,-2.7101593491385487,-1.8877721779104415,-0.9265796030780837
0.3203203203203203,0.5334609156960352,0.6975584195833151,0.7639408688758728,0.7527352863851838,0.5414263931856456,-1.1411633427707308,-0.8584583976095795,-0.2784762098116927,-0.28808467933498394,-1.2554540984782931,0.8815640907092682,-5.2242223486723365,-2.92798964688477,-1.9880903252687414,-0.6471820666924697
0.3303303303303303,0.5220858968788618,0.6887036478257632,0.7610028966464026,0.7497502485201393,0.5288315663170118,-1.1311816701482054,-0.9107019327289039,-0.30890794272534927,-0.30849715206594214,-1.26051866242556,1.1099233685198409,-5.209035146774252,-3.1535350836640457,-2.0906956518937596,-0.3641503708847773
0.34034034034034033,0.510821951020376,0.679327178384337,0.7577488760633758,0.7465557035593248,0.516200279777166,-1.1190006521496767,-0.9626435771837922,-0.3416337088887735,-0.3299480268842285,-1.2627340225946801,1.3208511009620385,-5.163843295841552,-3.386219224877271,-2.1955672149241945,-0.07800266056997808
0.35035035035035034,0.4996902326471107,0.6694335141014238,0.7541554963624463,0.7431411418990995,0.5035612127658335,-1.1047992657570176,-1.0139806329695278,-0.37672176031961835,-0.35246002236375307,-1.2620716791477424,1.5134942782774303,-5.088260213939817,-3.6253562953317267,-2.3027177581397846,0.2107164972747993
0.36036036036036034,0.4887099928221946,0.6590302710108014,0.7501988146758979,0.7394958278921161,0.49094326824940104,-1.0887642793784358,-1.064408237445948,-0.41423238338919105,-0.37605622160647867,-1.258508798248215,1.6870564145167246,-4.982067076623128,-3.8701333291500126,-2.4121951426985775,0.5014316085459567
0.37037037037037035,0.4778986053624415,0.6481280991125883,0.7458543172442487,0.7356087921444991,0.478375562743006,-1.0710903503968519,-1.1136197340469922,-0.4542173174213141,-0.40076029307720923,-1.2520284231895598,1.8407836805511897,-4.845197900094003,-4.1195951540537905,-2.524083462320991,0.7935308014229291
0.38038038038038036,0.46727152205796807,0.636740677713845,0.7410969824300894,0.731468821862018,0.4658873960217923,-1.05198016522582,-1.161307364041176,-0.49671860260526807,-0.42659686502572,-1.2426198557265475,1.973962061252135,-4.677738773153254,-4.372626093519041,-2.6385038988498426,1.0863615406400973
0.39039039039039036,0.45684206480401407,0.6248847850790165,0.7359014908753111,0.72706444805159,0.4535080896716309,-1.031642638047556,-1.2071664117504401,-0.5417652965986641,-0.45359211080361583,-1.230279282025763,2.0859306921678593,-4.479941929172408,-4.627936768754796,-2.755612907154133,1.3792311723637085
0.40040040040040037,0.44662140763874614,0.61258026230984,0.7302423002587239,0.722383937468398,0.4412669517654061,-1.0102925610073747,-1.250896107458819,-0.5893726053467884,-0.48177390424986505,-1.2150099661328826,2.1760906346754862,-4.2522370045772515,-4.884047407069696,-2.8756024150959676,1.6714045515203313
0.41041041041041043,0.4366186108157153,0.599849912500549,0.724093724826088,0.7174152671503053,0.42919327909101873,-0.9881513944637288,-1.292199203370713,-0.6395407739167683,-0.5111721208192587,-1.1968226827369808,2.2439150921515862,-3.995243139644034,-5.139274577289828,-2.9986989536150666,1.9621000940493563
0.42042042042042044,0.42684048585751594,0.5867194780779262,0.7174301800323293,0.7121460978370958,0.4173162168957708,-0.965445397353514,-1.3307858024151755,-0.6922519160659562,-0.5418191072390239,-1.175736334408289,2.2889753101565904,-3.7097948020230596,-5.391726542425117,-3.1251596712023595,2.2504902716660835
0.43043043043043044,0.4172915202127267,0.5732175437385313,0.7102264394232433,0.706563753133467,0.4056646219367811,-0.9424035182165419,-1.3663772038793225,-0.7474673642129315,-0.5737500027144609,-1.1517784048072361,2.310966815749292,-3.396965991782901,-5.63930489551203,-3.2552679561452473,2.5357018543527303
0.44044044044044045,0.40797391031500047,0.5593754204653598,0.7024577549581508,0.7006551978833199,0.3942670341914771,-0.9192569900867688,-1.3987066858301174,-0.8051267555656015,-0.6070028265419531,-1.1249852738265715,2.309732673944582,-3.0580964577394156,-5.879702351814561,-3.3893306370911263,2.816810841267101
0.45045045045045046,0.39888754354178574,0.5452271124250242,0.6940999510418284,0.6944069990224137,0.3831516743822489,-0.8962395563196944,-1.4275196968568498,-0.8651465034380807,-0.641618757526659,-1.0954027516692322,2.285292812298317,-2.694829533523209,-6.1103991485245395,-3.527673941091774,3.092833209997033
0.46046046046046046,0.39002997559329594,0.5308089930608169,0.6851299503897399,0.6878052846845121,0.37234619165375205,-0.8735825456744091,-1.4525815917602771,-0.927416047683469,-0.6776423116132912,-1.063087051021166,2.237867890260276,-2.3091219319832943,-6.328698830262354,-3.670631629845175,3.3627234346649364
0.47047047047047047,0.3813964550321199,0.5161596387708368,0.6755259810292188,0.6808357282877301,0.3618775732724546,-0.8515131283881268,-1.473680302570564,-0.99179662269033,-0.7151213595245097,-1.028105154161026,2.1679027036698217,-1.9032699219609883,-6.53174373793633,-3.818537937564884,3.6253631602383996
0.4804804804804805,0.3729799958835851,0.5013196502240951,0.6652677471626299,0.6734835136480917,0.35177210836427775,-0.8302534414746281,-1.4906275246118241,-1.058120639687887,-0.754107036040099,-0.9905355458962801,2.076083519317539,-1.4799330007561884,-6.716530599883368,-3.971718390352481,3.8795429117550198
0.4904904904904905,0.36477135770252495,0.4863315873873779,0.6543366038046442,0.6657332868613759,0.34205533840635827,-0.8100191791978386,-1.5032610565690836,-1.1261902002851416,-0.7946538457991105,-0.9504691686903665,1.9633603815236966,-1.0421688940983116,-6.879923739551216,-4.130477641968457,4.123939133889115
0.5005005005005005,0.35675927362260734,0.4712392325254509,0.6427162608107161,0.6575691302484455,0.3327517157306286,-0.7910133978229483,-1.511453884058906,-1.1957751143710111,-0.8368188676873897,-0.9080114658790328,1.830932143840624,-0.5933930228676014,-7.018725121043227,-4.2950768607053575,4.357098692738709
0.5105105105105106,0.34893052193048113,0.4560874027767482,0.6303929384881185,0.6489745570848691,0.32388453120672284,-0.7734253287028561,-1.5151158716919553,-1.2666126662907413,-0.8806614949460811,-0.8632829240140623,1.6802475316477463,-0.1373943940567696,-7.129689353945443,-4.465715741036054,4.577405442618209
0.5205205205205206,0.34127003678058226,0.44092172788752554,0.6173555447367981,0.6399324773760282,0.3154758444296994,-0.7574294858922227,-1.514195109080702,-1.3384079545119933,-0.9262428404896695,-0.8164209174556989,1.5129984366945197,0.32165431697592844,-7.209537822559783,-4.642508202298284,4.783041261060034
0.5305305305305306,0.33376096248527054,0.42578843722050236,0.6035959279103226,0.6304251556991829,0.30754634872129205,-0.7431834851905318,-1.5086817881057903,-1.4108330009711443,-0.9736251418237636,-0.7675819193085813,1.3311132079368597,0.7791854487398954,-7.254973459776013,-4.8254501453982765,4.971944618763746
0.5405405405405406,0.32638513456824614,0.41073323039212156,0.5891096362102817,0.6204342642965276,0.3001148969373066,-0.7308231367403542,-1.4986159205325749,-1.4835271655911495,-1.0228687958772698,-0.7169456780437524,1.1366900004354235,1.2303315197779114,-7.2627541590393285,-5.014374469681058,5.141777887771684
0.5505505505505506,0.319123170842335,0.39580108076650566,0.5738960347328511,0.6099408970310654,0.29319841997737184,-0.7204618914585185,-1.484088251397126,-1.5560974553108498,-1.0740316872824076,-0.6647161148955479,0.9319783997318756,1.6699152762202967,-7.229687614569465,-5.208903849173062,5.2898761282611195
0.5605605605605606,0.3119545848626852,0.38103599879286093,0.5579584384713453,0.598925573835367,0.2868117545271688,-0.7121910685238351,-1.4652412886603081,-1.6281193765551323,-1.127167145007904,-0.6111252751834737,0.7193611294190618,2.0924417426989352,-7.152626522839389,-5.408394914306221,5.41319994328507
0.5705705705705706,0.3048579352988271,0.36648059813782796,0.541304435828167,0.5873682579582126,0.28096734405806323,-0.7060780998966495,-1.4422737776579204,-1.6991363550652274,-1.182321292869154,-0.556437576157572,0.5013300469540507,2.4921115179486093,-7.028483916768783,-5.611867844988045,5.5082957592079484
0.5805805805805806,0.2978114557370322,0.3521747291138536,0.5239465675018417,0.5752486057263856,0.275674586476444,-0.7021645482976309,-1.4154447478111407,-1.7686625193049765,-1.2395262266476847,-0.5009557882628575,0.28039999297697077,2.8629495936964577,-6.854306807225556,-5.817927456421071,5.571277022517968
0.5905905905905906,0.29079313711949284,0.33815529941668326,0.5059024014918684,0.5625460153253705,0.2709397221707893,-0.7004661922265152,-1.385073731520565,-1.8361833382163295,-1.298798616850167,-0.4450223339443761,0.05910482251385469,3.198802056009092,-6.627286438310077,-6.0246761255734675,5.5978020562665405
0.6006006006006006,0.28378077296441767,0.32445603176458426,0.48719464559721093,0.5492397617531498,0.2667654311228055,-0.700974092232256,-1.3515422135902344,-1.9011561584591865,-1.3601341538048533,-0.38902538384358504,-0.15999797606017815,3.493345342976546,-6.344793943542277,-6.2296263657688264,5.583080940102508
0.6106106106106106,0.27675236442453144,0.31110648630844423,0.4678516006684316,0.5353093133126278,0.2631501997268525,-0.7036535755803036,-1.3152959890309661,-1.963013173065567,-1.4234996299041953,-0.33340376124576865,-0.37436830862661985,3.7402080834892555,-6.004494718528831,-6.42961158220826,5.521922113339918
0.6206206206206206,0.26968653382962776,0.29813120179469316,0.4479074169642693,0.5207347189400152,0.26008779962463835,-0.7084448918645095,-1.276843270903971,-2.021166821918569,-1.4888256192139242,-0.27864968183903677,-0.5815184554895133,3.9331143135159397,-5.6044881270355384,-6.620712069227707,5.408818208392004
0.6306306306306306,0.2625625444494184,0.2855494823418476,0.42740216895112804,0.5054968480801153,0.2575668923735419,-0.7152635088869962,-1.2367547757846036,-2.0750120516813277,-1.5560007231574797,-0.22531138860679156,-0.7789960338099634,4.065985866757951,-5.143465763395106,-6.798195047252407,5.238072317796759
0.6406406406406406,0.25536054380006035,0.273374710213001,0.40638206029437973,0.4895779076832925,0.2555703383803726,-0.7240001667857106,-1.1956615367317787,-2.1239335679241385,-1.624861866977716,-0.17399481244396467,-0.9644050208163915,4.133156529574584,-4.620946503209821,-6.9564970873833305,5.003995197268417
0.6506506506506506,0.24806204356350037,0.2616134603588297,0.38489943900500945,0.4729621724039306,0.2540745811174807,-0.734522873876169,-1.1542452258933473,-2.16731967741851,-1.6951850685500083,-0.1253608303434351,-1.1354622589122108,4.129679950281681,-4.037556387240696,-7.0892737352942765,4.701171812926684
0.6606606606606606,0.24064993893635442,0.2502653526636061,0.36301272916045046,0.4556363757842036,0.25304927807886246,-0.7466772310594165,-1.1132336908257583,-2.204569612432599,-1.7666805220773625,-0.08012257035256569,-1.2900088891688917,4.051603553618675,-3.39532454448975,-7.1894914919406245,4.324770574692235
0.6706706706706707,0.2331086941819795,0.23932260354415835,0.34078630598285337,0.43759047723658034,0.2524566770458584,-0.7602871955174838,-1.0733899200044894,-2.235109893211818,-1.8389850580459597,-0.03903760816464018,-1.4260671682580883,3.8963372442195157,-2.6980000303967335,-7.2496218411508995,3.8709276098675347
0.6806806806806807,0.22542473536935426,0.22876960811079655,0.3182899346897314,0.41881859476656297,0.2522512656205394,-0.7751594864038026,-1.0354901425224123,-2.258418082658751,-1.9116586880541473,-0.0028935801293731387,-1.5419357882433125,3.663060058410443,-1.9513159275154102,-7.261950102725153,3.337168243398837
0.6906906906906907,0.21758646324272873,0.2185829995969022,0.29559839086970224,0.3993195207357893,0.2523795697676791,-0.7910848433891151,-1.0003115580101731,-2.2740368856002995,-1.9841846965412508,0.02750354215779196,-1.6362634700984524,3.353065516865743,-1.1632009266679173,-7.2189255782845585,2.7228121388847577
0.7007007007007007,0.2095844212914125,0.20873175810107766,0.2727905641556819,0.3790976252997357,0.25278003632584234,-0.8078425363967305,-0.968605728875862,-2.2816007626728183,-2.055973798199429,0.05135291987077538,-1.708150699520265,2.9700609496809784,-0.34383118301867177,-7.113629950804355,2.0293639059999706
0.7107107107107107,0.2014114153383285,0.19917756583372054,0.24994842673451054,0.3581635183502308,0.2533832231992077,-0.8252059582427262,-0.9410737193669656,-2.2808569818451643,-2.126372470550862,0.06788059789396791,-1.7572486397648528,2.520342380474009,0.4944868578418858,-6.940264625056629,1.2608010625055222
0.7207207207207207,0.19306252005948107,0.1898754162292388,0.22715590200855915,0.33653459022137644,0.2541121612520778,-0.8429474951861287,-0.9183416625257019,-2.2716848620725867,-2.194676638529061,0.07636528619952086,-1.7838367060327585,2.0127977620819886,1.3376319132276893,-6.694622877095053,0.42372913583707195
0.7307307307307307,0.18453506176145726,0.1807745852177043,0.20449728336544995,0.3142354902691382,0.2548830784641382,-0.8608464400403089,-0.9009330135473919,-2.254112645805997,-2.2601503605331486,0.07616562645439805,-1.7888653450741503,1.4586818922715028,2.1702270096696563,-6.374507710972276,-0.4726450209213576
0.7407407407407407,0.17582853033140017,0.17181959780868514,0.18205594978602982,0.2912982787686648,0.2556062090454845,-0.878694069566031,-0.8892501978696692,-2.2283253821964757,-2.3220458424461112,0.06674347129953417,-1.7739655490713049,0.8712180874251936,2.976322260792797,-5.979991086705928,-1.4167361219807197
0.7507507507507507,0.16694438853075838,0.16295178632645663,0.15991245139250207,0.26776246904914414,0.25618712806848,-0.8963021227175958,-0.8835543057742444,-2.1946671673558367,-2.379629560284894,0.04768821500816532,-1.7413844613556682,0.2649426792299446,3.7402650726741107,-5.513524334896534,-2.3950098921732206
0.7607607607607607,0.15788588954650953,0.15411046439957826,0.13814327795344108,0.24367477685055605,0.2565278763027003,-0.913506907987968,-0.8839581149364768,-2.1536346518095977,-2.4322022406409025,0.018731051214411598,-1.693902122439376,-0.3449902816248798,4.4474984138038645,-4.979815702934278,-3.3925550322990503
0.7707707707707707,0.14865776018121035,0.14523467021263,0.116819169793543,0.21908859696393448,0.25652867173044114,-0.930174774416303,-0.890423367332071,-2.105859979741278,-2.479123128548239,-0.020243161079399274,-1.6346759807616897,-0.9436343868147609,5.085353123074972,-4.385525974562698,-4.393781521079651
0.7807807807807807,0.13926589760138547,0.13626456091735736,0.09600392165944288,0.19406343280296998,0.25608931810424757,-0.9462051936528357,-0.902765289791596,-2.0520913591904484,-2.5198256315929832,-0.06919285067658786,-1.5670822262988486,-1.5169765965192215,5.643626635253561,-3.73880800579785,-5.383123748469
0.7907907907907907,0.12971706773858516,0.1271427241321873,0.07575347816016244,0.16866400048823832,0.25511077279788524,-0.9615313238050495,-0.9206669596708612,-1.993165058912855,-2.5538294336588008,-0.12792395581547783,-1.4945532479665697,-2.0525335756024905,6.1149187010346875,-3.0487323340754218,-6.345708038412561
0.8008008008008007,0.12001847387696894,0.11781569074068814,0.056114940148278745,0.14295935196244264,0.25349677267413434,-0.9761206960843619,-0.9436962289257717,-1.9299755090740596,-2.580748009867928,-0.19609944505936455,-1.4204012759808795,-2.5398285794804405,6.494767889553173,-2.3247103584597317,-7.267913602517273
0.8108108108108109,0.11017756181861336,0.10823459065072695,0.03712642148626379,0.11702200504511702,0.2511549104127955,-0.9899728023855511,-0.9713253308260075,-1.8634505418730751,-2.600288034201708,-0.2732526509763111,-1.3477196803486926,-2.970553139602846,6.781472843462435,-1.5759550977038599,-8.137758650828637
0.8208208208208209,0.10020158374557642,0.09835632769163616,0.018816685632065788,0.09092685649933634,0.2479981649849804,-1.0031161452432906,-1.0029573374505103,-1.7945192545956183,-2.612244741172493,-0.35880870968371115,-1.2792607398416858,-3.338651550226817,6.975795422083447,-0.8110380666943932,-8.945149911064375
0.8308308308308309,0.09009733830286491,0.08814416589504369,0.0012051168834871992,0.06475050323716029,0.2439457518730725,-1.0156053753776273,-1.0379436188416487,-1.72409358513314,-2.616496492460846,-0.45209947993939414,-1.2173792765634455,-3.64019521025913,7.080538525892022,-0.037616464719387836,-9.681947279888764
0.8408408408408409,0.0798710640124715,0.07756777863080053,-0.01569767611173299,0.03857042697223838,0.23892379821616105,-1.0275166183788575,-1.075604965126601,-1.6530511229605374,-2.6129917979698214,-0.5523847432493406,-1.1640309961612127,-3.87308571835977,7.100009258490166,0.73772312037818,-10.341893484208255
0.8508508508508509,0.06952807294423025,0.06660386396916392,-0.03188967846909117,0.01246422702686039,0.23286626462217147,-1.038942927254084,-1.1152516469401967,-1.5822184123237097,-2.6017392549698495,-0.6588724966590078,-1.1207345550734238,-4.036824424364941,7.03958065335841,1.5094687888717473,-10.92046978896238
0.8608608608608609,0.059072668684934174,0.05523608697470195,-0.04737697052296633,-0.013490811038272914,0.22571524257739134,-1.049990817797173,-1.1561944789033567,-1.5123648887935608,-2.582799314896606,-0.7707314526093698,-1.0885929844807447,-4.1321944650173466,6.905280225150721,2.2730588059526964,-11.414674124794757
0.8708708708708709,0.04850810857513916,0.04345477737915543,-0.0621729047835137,-0.039218153641204,0.21742114334664261,-1.0607762321718415,-1.1977559741647348,-1.4441998082098293,-2.5562726200527894,-0.8871070106292321,-1.0683274664863007,-4.160944759237017,6.703429850142165,3.0246932276496463,-11.822773993770848
0.8808808808808809,0.037836394900966575,0.031257075924106925,-0.07629764752950607,-0.06464256528223337,0.2079431340240582,-1.0714195992722284,-1.2392824802284281,-1.3783664718235304,-2.522295616108153,-1.0071338669494692,-1.0602705640894265,-4.1256097722752765,6.440437273162769,3.761102692885964,-12.144095856832685
0.8908908908908909,0.027058331005224884,0.018646524123969138,-0.08977753601536591,-0.08969027751354461,0.1972490294565229,-1.0820434205129068,-1.2801476105589775,-1.3154447726191119,-2.481036075584773,-1.1299431818676007,-1.0643978040756434,-4.029315778527779,6.12265099705361,4.479284886610538,-12.378812048194183
0.9009009009009009,0.016173527743020517,0.00563268465818291,-0.10264433287612704,-0.11428930550345173,0.18531524328106014,-1.09276839675991,-1.3197578900905866,-1.2559530304094804,-2.4326908953150848,-1.254671656411849,-1.0803452960454951,-3.8756560791771046,5.75628320278474,5.176275794597131,-12.52777836597489
0.9109109109109109,0.005180374268491078,-0.007769042225226657,-0.11493468855470462,-0.1383699138316998,0.17212690158278363,-1.1037090660937792,-1.3575602151227368,-1.200345838670049,-2.377487978784635,-1.3804681912042196,-1.1074083996398212,-3.6686518494262206,5.3474145717786135,5.848963456605332,-12.592428231164916
