0.,-5.421010862427522e-20,-14.716471647164717
-0.0007353100909655477,-0.1470169749367109,-14.686464793419422
-0.00293929565700399,-0.29372907229506057,-14.656403075529026
-0.006608903288289496,-0.44014205843987286,-14.626144632633297
-0.011741121450471952,-0.5862504821938227,-14.595453296509826
-0.018332878127744298,-0.732048406549667,-14.563999278998683
-0.02638102515245945,-0.8775265223444585,-14.531359917165828
-0.03588229407818645,-1.0226700067224284,-14.497020522393893
-0.04683324555373195,-1.1674592361770648,-14.460375387941669
-0.05923020955675632,-1.3118674460520336,-14.420729021980607
-0.07306921045235626,-1.4558609584295545,-14.377297690566515
-0.08834590799788625,-1.599398330668269,-14.329211328086613
-0.10505548033944183,-1.7424266795669245,-14.275515987184669
-0.12319254702530563,-1.8848862017946,-14.215176840384439
-0.14275106735062165,-2.026704453564381,-14.147081897879332
-0.16372422139459294,-2.16779803944288,-14.070046569108719
-0.18610429524698507,-2.3080713791432403,-13.98281915077198
-0.20988255525500366,-2.4474160625999315,-13.884087383112922
-0.235049116832886,-2.5857102532296707,-13.772486180633301
-0.26159280809747953,-2.72281823030726,-13.64660664280103
-0.2895010287693809,-2.8585900002882965,-13.505006438174712
-0.3187596079176204,-2.992861268402446,-13.346221624505773
-0.3493526544055137,-3.1254522753974747,-13.168779984376647
-0.38126241069603145,-3.2561697161530265,-12.97121585936236
-0.41446910856375535,-3.384804752815026,-12.752086470130985
-0.44895082406496684,-3.5111348221152596,-12.509989685183383
-0.4846833356367085,-3.6349235543007574,-12.243583124593028
-0.5216399924728737,-3.7559212281962084,-11.95160440126881
-0.5597915872483127,-3.873866501387493,-11.632892327606656
-0.5991062393770404,-3.9884865639157914,-11.286408785732629
-0.63954929386763,-4.0994990507321605,-10.911260893805316
-0.6810832306961755,-4.206614141736454,-10.506723124875142
-0.7236675911168529,-4.309533747713861,-10.072258896354608
-0.767258924146024,-4.4079583807648275,-9.607541116808354
-0.8118107588452981,-4.501583352145847,-9.11247110966932
-0.8572735878884681,-4.590107036894851,-8.587195520790827
-0.9035948885381495,-4.673227865385571,-8.032120397947475
-0.9507191570850018,-4.750652195215001,-7.447922154432601
-0.9985879831782881,-4.822092317282903,-6.8355546237716105
-1.047140138806308,-4.887273281331035,-6.196252041762936
-1.0963117074520834,-4.9459325011167286,-5.531527283134728
-1.1460362305004717,-4.997824765171164,-4.84316535242136
-1.1962448892889443,-5.04272370249852,-4.133211739667651
-1.2468667079442461,-5.080424517792508,-3.4039557977888477
-1.2978287821776733,-5.110746820233533,-2.6579091869467626
-1.3490565294338177,-5.133535731145562,-1.897779702075967
-1.4004739612772137,-5.148664861446552,-1.1264408683299458
-1.452003967578844,-5.156037212900973,-0.3468979862661736
-1.5035686217327044,-5.155585727494209,0.4377488525314922
-1.5550894845893397,-5.147275729808408,1.224343703256437
-1.6064879223837747,-5.131102936945692,2.0097150549992584
-1.6576854261438025,-5.107095860889231,2.79071641702153
-1.708603919297139,-5.075313597748903,3.5642661287371507
-1.7591660736268602,-5.035845249390661,4.327385832699956
-1.80929559994299,-4.988810131563218,5.0772363143417465
-1.8589175308894244,-4.9343530313666735,5.8111502464722316
-1.9079585022550363,-4.872648612264423,6.526661307758507
